level,geoid,name,year,county,var,estimate,moe,share,sharemoe
2_counties,09005,Litchfield County,2007,NA,latino,7587,NA,0.04,NA
2_counties,09005,Litchfield County,2007,NA,asian,2814,NA,0.015,NA
2_counties,09005,Litchfield County,2007,NA,other_race,2242,NA,0.012,NA
2_counties,09005,Litchfield County,2008,NA,total_pop,190175,NA,NA,NA
2_counties,09005,Litchfield County,2008,NA,white,174754,NA,0.919,NA
2_counties,09005,Litchfield County,2008,NA,black,2265,NA,0.012,NA
2_counties,09005,Litchfield County,2008,NA,latino,7892,NA,0.041,NA
2_counties,09005,Litchfield County,2008,NA,asian,2874,NA,0.015,NA
2_counties,09005,Litchfield County,2008,NA,other_race,2390,NA,0.013,NA
2_counties,09005,Litchfield County,2009,NA,total_pop,190015,NA,NA,NA
2_counties,09005,Litchfield County,2009,NA,white,174070,NA,0.916,NA
2_counties,09005,Litchfield County,2009,NA,black,2299,NA,0.012,NA
2_counties,09005,Litchfield County,2009,NA,latino,8306,NA,0.044,NA
2_counties,09005,Litchfield County,2009,NA,asian,2890,NA,0.015,NA
2_counties,09005,Litchfield County,2009,NA,other_race,2450,NA,0.013,NA
2_counties,09005,Litchfield County,2010,NA,total_pop,189927,0,NA,NA
2_counties,09005,Litchfield County,2010,NA,latino,8535,0,0.045,NA
2_counties,09005,Litchfield County,2010,NA,white,173403,0,0.913,NA
2_counties,09005,Litchfield County,2010,NA,black,2206,0,0.012,NA
2_counties,09005,Litchfield County,2010,NA,asian,2877,0,0.015,NA
2_counties,09005,Litchfield County,2010,NA,other_race,2906,0,0.015,NA
2_counties,09005,Litchfield County,2011,NA,total_pop,189719,NA,NA,NA
2_counties,09005,Litchfield County,2011,NA,latino,8238,NA,0.043,NA
2_counties,09005,Litchfield County,2011,NA,white,173539,129,0.915,NA
2_counties,09005,Litchfield County,2011,NA,black,2071,204,0.011,NA
2_counties,09005,Litchfield County,2011,NA,asian,3006,229,0.016,NA
2_counties,09005,Litchfield County,2011,NA,other_race,2865,344,0.015,NA
2_counties,09005,Litchfield County,2012,NA,total_pop,189277,NA,NA,NA
2_counties,09005,Litchfield County,2012,NA,latino,8575,NA,0.045,NA
2_counties,09005,Litchfield County,2012,NA,white,172669,117,0.912,NA
2_counties,09005,Litchfield County,2012,NA,black,2050,209,0.011,NA
2_counties,09005,Litchfield County,2012,NA,asian,3099,204,0.016,NA
2_counties,09005,Litchfield County,2012,NA,other_race,2884,355,0.015,NA
2_counties,09005,Litchfield County,2013,NA,total_pop,188629,NA,NA,NA
2_counties,09005,Litchfield County,2013,NA,latino,8954,NA,0.047,NA
2_counties,09005,Litchfield County,2013,NA,white,171430,119,0.909,NA
2_counties,09005,Litchfield County,2013,NA,black,2182,238,0.012,NA
2_counties,09005,Litchfield County,2013,NA,asian,3324,147,0.018,NA
2_counties,09005,Litchfield County,2013,NA,other_race,2739,330,0.015,NA
2_counties,09005,Litchfield County,2014,NA,total_pop,187542,NA,NA,NA
2_counties,09005,Litchfield County,2014,NA,latino,9297,NA,0.05,NA
2_counties,09005,Litchfield County,2014,NA,white,169779,130,0.905,NA
2_counties,09005,Litchfield County,2014,NA,black,2467,244,0.013,NA
2_counties,09005,Litchfield County,2014,NA,asian,3319,156,0.018,NA
2_counties,09005,Litchfield County,2014,NA,other_race,2680,324,0.014,NA
2_counties,09005,Litchfield County,2015,NA,total_pop,186304,NA,NA,NA
2_counties,09005,Litchfield County,2015,NA,latino,9649,NA,0.052,NA
2_counties,09005,Litchfield County,2015,NA,white,167998,132,0.902,NA
2_counties,09005,Litchfield County,2015,NA,black,2517,215,0.014,NA
2_counties,09005,Litchfield County,2015,NA,asian,3343,192,0.018,NA
2_counties,09005,Litchfield County,2015,NA,other_race,2797,366,0.015,NA
2_counties,09005,Litchfield County,2016,NA,total_pop,185141,NA,NA,NA
2_counties,09005,Litchfield County,2016,NA,latino,10003,NA,0.054,NA
2_counties,09005,Litchfield County,2016,NA,white,166479,123,0.899,NA
2_counties,09005,Litchfield County,2016,NA,black,2702,180,0.015,NA
2_counties,09005,Litchfield County,2016,NA,asian,3480,206,0.019,NA
2_counties,09005,Litchfield County,2016,NA,other_race,2477,291,0.013,NA
2_counties,09005,Litchfield County,2017,NA,total_pop,184454,NA,NA,NA
2_counties,09005,Litchfield County,2017,NA,latino,10510,NA,0.057,NA
2_counties,09005,Litchfield County,2017,NA,white,164992,143,0.894,NA
2_counties,09005,Litchfield County,2017,NA,black,2843,182,0.015,NA
2_counties,09005,Litchfield County,2017,NA,asian,3516,198,0.019,NA
2_counties,09005,Litchfield County,2017,NA,other_race,2593,357,0.014,NA
2_counties,09005,Litchfield County,2018,NA,total_pop,183031,NA,NA,NA
2_counties,09005,Litchfield County,2018,NA,latino,10941,NA,0.06,NA
2_counties,09005,Litchfield County,2018,NA,white,162898,148,0.89,NA
2_counties,09005,Litchfield County,2018,NA,black,2863,185,0.016,NA
2_counties,09005,Litchfield County,2018,NA,asian,3361,257,0.018,NA
2_counties,09005,Litchfield County,2018,NA,other_race,2968,375,0.016,NA
2_counties,09007,Middlesex County,2000,NA,total_pop,155071,0,NA,NA
2_counties,09007,Middlesex County,2000,NA,latino,4649,0,0.03,NA
2_counties,09007,Middlesex County,2000,NA,white,138979,0,0.896,NA
2_counties,09007,Middlesex County,2000,NA,black,6588,0,0.042,NA
2_counties,09007,Middlesex County,2000,NA,asian,2392,0,0.015,NA
2_counties,09007,Middlesex County,2000,NA,other_race,2463,0,0.016,NA
2_counties,09007,Middlesex County,2001,NA,total_pop,157006,NA,NA,NA
2_counties,09007,Middlesex County,2001,NA,white,140668,NA,0.896,NA
2_counties,09007,Middlesex County,2001,NA,black,6727,NA,0.043,NA
2_counties,09007,Middlesex County,2001,NA,latino,5012,NA,0.032,NA
2_counties,09007,Middlesex County,2001,NA,asian,2678,NA,0.017,NA
2_counties,09007,Middlesex County,2001,NA,other_race,1921,NA,0.012,NA
2_counties,09007,Middlesex County,2002,NA,total_pop,159187,NA,NA,NA
2_counties,09007,Middlesex County,2002,NA,white,141941,NA,0.892,NA
2_counties,09007,Middlesex County,2002,NA,black,6916,NA,0.043,NA
2_counties,09007,Middlesex County,2002,NA,latino,5353,NA,0.034,NA
2_counties,09007,Middlesex County,2002,NA,asian,2920,NA,0.018,NA
2_counties,09007,Middlesex County,2002,NA,other_race,2057,NA,0.013,NA
2_counties,09007,Middlesex County,2003,NA,total_pop,160864,NA,NA,NA
2_counties,09007,Middlesex County,2003,NA,white,142973,NA,0.889,NA
2_counties,09007,Middlesex County,2003,NA,black,6955,NA,0.043,NA
2_counties,09007,Middlesex County,2003,NA,latino,5704,NA,0.035,NA
2_counties,09007,Middlesex County,2003,NA,asian,3134,NA,0.019,NA
2_counties,09007,Middlesex County,2003,NA,other_race,2098,NA,0.013,NA
2_counties,09007,Middlesex County,2004,NA,total_pop,161450,NA,NA,NA
2_counties,09007,Middlesex County,2004,NA,white,142904,NA,0.885,NA
2_counties,09007,Middlesex County,2004,NA,black,7037,NA,0.044,NA
2_counties,09007,Middlesex County,2004,NA,latino,5985,NA,0.037,NA
2_counties,09007,Middlesex County,2004,NA,asian,3328,NA,0.021,NA
2_counties,09007,Middlesex County,2004,NA,other_race,2196,NA,0.014,NA
2_counties,09007,Middlesex County,2005,NA,total_pop,162191,NA,NA,NA
2_counties,09007,Middlesex County,2005,NA,white,143103,NA,0.882,NA
2_counties,09007,Middlesex County,2005,NA,black,7004,NA,0.043,NA
2_counties,09007,Middlesex County,2005,NA,latino,6261,NA,0.039,NA
2_counties,09007,Middlesex County,2005,NA,asian,3521,NA,0.022,NA
2_counties,09007,Middlesex County,2005,NA,other_race,2302,NA,0.014,NA
2_counties,09007,Middlesex County,2006,NA,total_pop,163473,NA,NA,NA
2_counties,09007,Middlesex County,2006,NA,white,143584,NA,0.878,NA
2_counties,09007,Middlesex County,2006,NA,black,7109,NA,0.043,NA
2_counties,09007,Middlesex County,2006,NA,latino,6627,NA,0.041,NA
2_counties,09007,Middlesex County,2006,NA,asian,3776,NA,0.023,NA
2_counties,09007,Middlesex County,2006,NA,other_race,2377,NA,0.015,NA
2_counties,09007,Middlesex County,2007,NA,total_pop,164129,NA,NA,NA
2_counties,09007,Middlesex County,2007,NA,white,143675,NA,0.875,NA
2_counties,09007,Middlesex County,2007,NA,black,7108,NA,0.043,NA
2_counties,09007,Middlesex County,2007,NA,latino,6935,NA,0.042,NA
2_counties,09007,Middlesex County,2007,NA,asian,3949,NA,0.024,NA
2_counties,09007,Middlesex County,2007,NA,other_race,2462,NA,0.015,NA
2_counties,09007,Middlesex County,2008,NA,total_pop,164962,NA,NA,NA
2_counties,09007,Middlesex County,2008,NA,white,143754,NA,0.871,NA
2_counties,09007,Middlesex County,2008,NA,black,7129,NA,0.043,NA
2_counties,09007,Middlesex County,2008,NA,latino,7336,NA,0.044,NA
2_counties,09007,Middlesex County,2008,NA,asian,4188,NA,0.025,NA
2_counties,09007,Middlesex County,2008,NA,other_race,2555,NA,0.015,NA
2_counties,09007,Middlesex County,2009,NA,total_pop,165607,NA,NA,NA
2_counties,09007,Middlesex County,2009,NA,white,143588,NA,0.867,NA
2_counties,09007,Middlesex County,2009,NA,black,7313,NA,0.044,NA
2_counties,09007,Middlesex County,2009,NA,latino,7645,NA,0.046,NA
2_counties,09007,Middlesex County,2009,NA,asian,4335,NA,0.026,NA
2_counties,09007,Middlesex County,2009,NA,other_race,2726,NA,0.016,NA
2_counties,09007,Middlesex County,2010,NA,total_pop,165676,0,NA,NA
2_counties,09007,Middlesex County,2010,NA,latino,7834,0,0.047,NA
2_counties,09007,Middlesex County,2010,NA,white,143144,0,0.864,NA
2_counties,09007,Middlesex County,2010,NA,black,7256,0,0.044,NA
2_counties,09007,Middlesex County,2010,NA,asian,4207,0,0.025,NA
2_counties,09007,Middlesex County,2010,NA,other_race,3235,0,0.02,NA
2_counties,09007,Middlesex County,2011,NA,total_pop,165274,NA,NA,NA
2_counties,09007,Middlesex County,2011,NA,latino,7634,NA,0.046,NA
2_counties,09007,Middlesex County,2011,NA,white,142611,406,0.863,NA
2_counties,09007,Middlesex County,2011,NA,black,7018,369,0.042,NA
2_counties,09007,Middlesex County,2011,NA,asian,4259,223,0.026,NA
2_counties,09007,Middlesex County,2011,NA,other_race,3752,599,0.023,NA
2_counties,09007,Middlesex County,2012,NA,total_pop,165639,NA,NA,NA
2_counties,09007,Middlesex County,2012,NA,latino,7968,NA,0.048,NA
2_counties,09007,Middlesex County,2012,NA,white,142473,304,0.86,NA
2_counties,09007,Middlesex County,2012,NA,black,7161,372,0.043,NA
2_counties,09007,Middlesex County,2012,NA,asian,4428,222,0.027,NA
2_counties,09007,Middlesex County,2012,NA,other_race,3609,513,0.022,NA
2_counties,09007,Middlesex County,2013,NA,total_pop,165690,NA,NA,NA
2_counties,09007,Middlesex County,2013,NA,latino,8326,NA,0.05,NA
2_counties,09007,Middlesex County,2013,NA,white,141883,329,0.856,NA
2_counties,09007,Middlesex County,2013,NA,black,7281,369,0.044,NA
2_counties,09007,Middlesex County,2013,NA,asian,4429,227,0.027,NA
2_counties,09007,Middlesex County,2013,NA,other_race,3771,557,0.023,NA
2_counties,09007,Middlesex County,2014,NA,total_pop,165534,NA,NA,NA
2_counties,09007,Middlesex County,2014,NA,latino,8726,NA,0.053,NA
2_counties,09007,Middlesex County,2014,NA,white,141166,287,0.853,NA
2_counties,09007,Middlesex County,2014,NA,black,7498,428,0.045,NA
2_counties,09007,Middlesex County,2014,NA,asian,4525,273,0.027,NA
2_counties,09007,Middlesex County,2014,NA,other_race,3619,583,0.022,NA
2_counties,09007,Middlesex County,2015,NA,total_pop,165165,NA,NA,NA
2_counties,09007,Middlesex County,2015,NA,latino,9183,NA,0.056,NA
2_counties,09007,Middlesex County,2015,NA,white,140206,233,0.849,NA
2_counties,09007,Middlesex County,2015,NA,black,7804,377,0.047,NA
2_counties,09007,Middlesex County,2015,NA,asian,4558,237,0.028,NA
2_counties,09007,Middlesex County,2015,NA,other_race,3414,512,0.021,NA
2_counties,09007,Middlesex County,2016,NA,total_pop,164438,NA,NA,NA
2_counties,09007,Middlesex County,2016,NA,latino,9276,NA,0.056,NA
2_counties,09007,Middlesex County,2016,NA,white,139343,231,0.847,NA
2_counties,09007,Middlesex County,2016,NA,black,7671,400,0.047,NA
2_counties,09007,Middlesex County,2016,NA,asian,4828,219,0.029,NA
2_counties,09007,Middlesex County,2016,NA,other_race,3320,544,0.02,NA
2_counties,09007,Middlesex County,2017,NA,total_pop,164110,NA,NA,NA
2_counties,09007,Middlesex County,2017,NA,latino,9612,NA,0.059,NA
2_counties,09007,Middlesex County,2017,NA,white,138523,275,0.844,NA
2_counties,09007,Middlesex County,2017,NA,black,8046,295,0.049,NA
2_counties,09007,Middlesex County,2017,NA,asian,4780,197,0.029,NA
2_counties,09007,Middlesex County,2017,NA,other_race,3149,448,0.019,NA
2_counties,09007,Middlesex County,2018,NA,total_pop,163368,NA,NA,NA
2_counties,09007,Middlesex County,2018,NA,latino,9835,NA,0.06,NA
2_counties,09007,Middlesex County,2018,NA,white,137696,119,0.843,NA
2_counties,09007,Middlesex County,2018,NA,black,8050,297,0.049,NA
2_counties,09007,Middlesex County,2018,NA,asian,4956,193,0.03,NA
2_counties,09007,Middlesex County,2018,NA,other_race,2831,422,0.017,NA
2_counties,09009,New Haven County,2000,NA,total_pop,824008,0,NA,NA
2_counties,09009,New Haven County,2000,NA,latino,83131,0,0.101,NA
2_counties,09009,New Haven County,2000,NA,white,616541,0,0.748,NA
2_counties,09009,New Haven County,2000,NA,black,89286,0,0.108,NA
2_counties,09009,New Haven County,2000,NA,asian,19061,0,0.023,NA
2_counties,09009,New Haven County,2000,NA,other_race,15989,0,0.019,NA
2_counties,09009,New Haven County,2001,NA,total_pop,829875,NA,NA,NA
2_counties,09009,New Haven County,2001,NA,white,618005,NA,0.745,NA
2_counties,09009,New Haven County,2001,NA,black,92314,NA,0.111,NA
2_counties,09009,New Haven County,2001,NA,latino,88097,NA,0.106,NA
2_counties,09009,New Haven County,2001,NA,asian,21194,NA,0.026,NA
2_counties,09009,New Haven County,2001,NA,other_race,10265,NA,0.012,NA
2_counties,09009,New Haven County,2002,NA,total_pop,835099,NA,NA,NA
2_counties,09009,New Haven County,2002,NA,white,615006,NA,0.736,NA
2_counties,09009,New Haven County,2002,NA,black,94093,NA,0.113,NA
2_counties,09009,New Haven County,2002,NA,latino,92688,NA,0.111,NA
2_counties,09009,New Haven County,2002,NA,asian,22503,NA,0.027,NA
2_counties,09009,New Haven County,2002,NA,other_race,10809,NA,0.013,NA
2_counties,09009,New Haven County,2003,NA,total_pop,841939,NA,NA,NA
2_counties,09009,New Haven County,2003,NA,white,614063,NA,0.729,NA
2_counties,09009,New Haven County,2003,NA,black,95384,NA,0.113,NA
2_counties,09009,New Haven County,2003,NA,latino,97086,NA,0.115,NA
2_counties,09009,New Haven County,2003,NA,asian,24002,NA,0.029,NA
2_counties,09009,New Haven County,2003,NA,other_race,11404,NA,0.014,NA
2_counties,09009,New Haven County,2004,NA,total_pop,844505,NA,NA,NA
2_counties,09009,New Haven County,2004,NA,white,610195,NA,0.723,NA
2_counties,09009,New Haven County,2004,NA,black,96311,NA,0.114,NA
2_counties,09009,New Haven County,2004,NA,latino,100991,NA,0.12,NA
2_counties,09009,New Haven County,2004,NA,asian,25143,NA,0.03,NA
2_counties,09009,New Haven County,2004,NA,other_race,11865,NA,0.014,NA
2_counties,09009,New Haven County,2005,NA,total_pop,847162,NA,NA,NA
2_counties,09009,New Haven County,2005,NA,white,605559,NA,0.715,NA
2_counties,09009,New Haven County,2005,NA,black,97512,NA,0.115,NA
2_counties,09009,New Haven County,2005,NA,latino,105296,NA,0.124,NA
2_counties,09009,New Haven County,2005,NA,asian,26422,NA,0.031,NA
2_counties,09009,New Haven County,2005,NA,other_race,12373,NA,0.015,NA
2_counties,09009,New Haven County,2006,NA,total_pop,850207,NA,NA,NA
2_counties,09009,New Haven County,2006,NA,white,600723,NA,0.707,NA
2_counties,09009,New Haven County,2006,NA,black,98811,NA,0.116,NA
2_counties,09009,New Haven County,2006,NA,latino,110372,NA,0.13,NA
2_counties,09009,New Haven County,2006,NA,asian,27499,NA,0.032,NA
2_counties,09009,New Haven County,2006,NA,other_race,12802,NA,0.015,NA
2_counties,09009,New Haven County,2007,NA,total_pop,853598,NA,NA,NA
2_counties,09009,New Haven County,2007,NA,white,595769,NA,0.698,NA
2_counties,09009,New Haven County,2007,NA,black,100486,NA,0.118,NA
2_counties,09009,New Haven County,2007,NA,latino,115502,NA,0.135,NA
2_counties,09009,New Haven County,2007,NA,asian,28539,NA,0.033,NA
2_counties,09009,New Haven County,2007,NA,other_race,13302,NA,0.016,NA
2_counties,09009,New Haven County,2008,NA,total_pop,856622,NA,NA,NA
2_counties,09009,New Haven County,2008,NA,white,591201,NA,0.69,NA
2_counties,09009,New Haven County,2008,NA,black,101803,NA,0.119,NA
2_counties,09009,New Haven County,2008,NA,latino,120642,NA,0.141,NA
2_counties,09009,New Haven County,2008,NA,asian,29179,NA,0.034,NA
2_counties,09009,New Haven County,2008,NA,other_race,13797,NA,0.016,NA
2_counties,09009,New Haven County,2009,NA,total_pop,860025,NA,NA,NA
2_counties,09009,New Haven County,2009,NA,white,587264,NA,0.683,NA
2_counties,09009,New Haven County,2009,NA,black,102559,NA,0.119,NA
2_counties,09009,New Haven County,2009,NA,latino,125968,NA,0.146,NA
2_counties,09009,New Haven County,2009,NA,asian,29947,NA,0.035,NA
2_counties,09009,New Haven County,2009,NA,other_race,14287,NA,0.017,NA
2_counties,09009,New Haven County,2010,NA,total_pop,862477,0,NA,NA
2_counties,09009,New Haven County,2010,NA,latino,129743,0,0.15,NA
2_counties,09009,New Haven County,2010,NA,white,582384,0,0.675,NA
2_counties,09009,New Haven County,2010,NA,black,101763,0,0.118,NA
2_counties,09009,New Haven County,2010,NA,asian,29933,0,0.035,NA
2_counties,09009,New Haven County,2010,NA,other_race,18654,0,0.022,NA
2_counties,09009,New Haven County,2011,NA,total_pop,858759,NA,NA,NA
2_counties,09009,New Haven County,2011,NA,latino,125017,NA,0.146,NA
2_counties,09009,New Haven County,2011,NA,white,584928,563,0.681,NA
2_counties,09009,New Haven County,2011,NA,black,99843,1145,0.116,NA
2_counties,09009,New Haven County,2011,NA,asian,29889,495,0.035,NA
2_counties,09009,New Haven County,2011,NA,other_race,19082,1538,0.022,NA
2_counties,09009,New Haven County,2012,NA,total_pop,860995,NA,NA,NA
2_counties,09009,New Haven County,2012,NA,latino,129612,NA,0.151,NA
2_counties,09009,New Haven County,2012,NA,white,580912,489,0.675,NA
2_counties,09009,New Haven County,2012,NA,black,101036,1017,0.117,NA
2_counties,09009,New Haven County,2012,NA,asian,30582,523,0.036,NA
2_counties,09009,New Haven County,2012,NA,other_race,18853,1342,0.022,NA
2_counties,09009,New Haven County,2013,NA,total_pop,862611,NA,NA,NA
2_counties,09009,New Haven County,2013,NA,latino,134072,NA,0.155,NA
2_counties,09009,New Haven County,2013,NA,white,575787,564,0.667,NA
2_counties,09009,New Haven County,2013,NA,black,102072,1169,0.118,NA
2_counties,09009,New Haven County,2013,NA,asian,31297,677,0.036,NA
2_counties,09009,New Haven County,2013,NA,other_race,19383,1516,0.022,NA
2_counties,09009,New Haven County,2014,NA,total_pop,863148,NA,NA,NA
2_counties,09009,New Haven County,2014,NA,latino,137844,NA,0.16,NA
2_counties,09009,New Haven County,2014,NA,white,569982,615,0.66,NA
2_counties,09009,New Haven County,2014,NA,black,103377,822,0.12,NA
2_counties,09009,New Haven County,2014,NA,asian,31932,661,0.037,NA
2_counties,09009,New Haven County,2014,NA,other_race,20013,1568,0.023,NA
2_counties,09009,New Haven County,2015,NA,total_pop,862224,NA,NA,NA
2_counties,09009,New Haven County,2015,NA,latino,141282,NA,0.164,NA
2_counties,09009,New Haven County,2015,NA,white,563977,592,0.654,NA
2_counties,09009,New Haven County,2015,NA,black,105051,1080,0.122,NA
2_counties,09009,New Haven County,2015,NA,asian,33381,536,0.039,NA
2_counties,09009,New Haven County,2015,NA,other_race,18533,1396,0.021,NA
2_counties,09009,New Haven County,2016,NA,total_pop,860874,NA,NA,NA
2_counties,09009,New Haven County,2016,NA,latino,144549,NA,0.168,NA
2_counties,09009,New Haven County,2016,NA,white,557698,576,0.648,NA
2_counties,09009,New Haven County,2016,NA,black,104831,1075,0.122,NA
2_counties,09009,New Haven County,2016,NA,asian,33462,746,0.039,NA
2_counties,09009,New Haven County,2016,NA,other_race,20334,1425,0.024,NA
2_counties,09009,New Haven County,2017,NA,total_pop,862127,NA,NA,NA
2_counties,09009,New Haven County,2017,NA,latino,148446,NA,0.172,NA
2_counties,09009,New Haven County,2017,NA,white,553000,575,0.641,NA
2_counties,09009,New Haven County,2017,NA,black,105661,1069,0.123,NA
2_counties,09009,New Haven County,2017,NA,asian,33678,722,0.039,NA
2_counties,09009,New Haven County,2017,NA,other_race,21342,1462,0.025,NA
2_counties,09009,New Haven County,2018,NA,total_pop,859339,NA,NA,NA
2_counties,09009,New Haven County,2018,NA,latino,151361,NA,0.176,NA
2_counties,09009,New Haven County,2018,NA,white,546120,493,0.636,NA
2_counties,09009,New Haven County,2018,NA,black,106325,1160,0.124,NA
2_counties,09009,New Haven County,2018,NA,asian,33850,726,0.039,NA
