level,year,name,county,units,value
3_towns,2010,Voluntown,New London County,1 unit,2
3_towns,2010,Voluntown,New London County,2 to 4 units,0
3_towns,2010,Voluntown,New London County,5+ units,0
3_towns,2010,Wallingford,New Haven County,1 unit,35
3_towns,2010,Wallingford,New Haven County,2 to 4 units,11
3_towns,2010,Wallingford,New Haven County,5+ units,17
3_towns,2010,Warren,Litchfield County,1 unit,3
3_towns,2010,Warren,Litchfield County,2 to 4 units,0
3_towns,2010,Warren,Litchfield County,5+ units,0
3_towns,2010,Washington,Litchfield County,1 unit,4
3_towns,2010,Washington,Litchfield County,2 to 4 units,0
3_towns,2010,Washington,Litchfield County,5+ units,0
3_towns,2010,Waterbury,New Haven County,1 unit,30
3_towns,2010,Waterbury,New Haven County,2 to 4 units,2
3_towns,2010,Waterbury,New Haven County,5+ units,0
3_towns,2010,Waterford,New London County,1 unit,11
3_towns,2010,Waterford,New London County,2 to 4 units,0
3_towns,2010,Waterford,New London County,5+ units,0
3_towns,2010,Watertown,Litchfield County,1 unit,21
3_towns,2010,Watertown,Litchfield County,2 to 4 units,0
3_towns,2010,Watertown,Litchfield County,5+ units,0
3_towns,2010,West Hartford,Hartford County,1 unit,13
3_towns,2010,West Hartford,Hartford County,2 to 4 units,3
3_towns,2010,West Hartford,Hartford County,5+ units,42
3_towns,2010,West Haven,New Haven County,1 unit,4
3_towns,2010,West Haven,New Haven County,2 to 4 units,0
3_towns,2010,West Haven,New Haven County,5+ units,0
3_towns,2010,Westbrook,Middlesex County,1 unit,8
3_towns,2010,Westbrook,Middlesex County,2 to 4 units,0
3_towns,2010,Westbrook,Middlesex County,5+ units,0
3_towns,2010,Weston,Fairfield County,1 unit,9
3_towns,2010,Weston,Fairfield County,2 to 4 units,0
3_towns,2010,Weston,Fairfield County,5+ units,0
3_towns,2010,Westport,Fairfield County,1 unit,63
3_towns,2010,Westport,Fairfield County,2 to 4 units,0
3_towns,2010,Westport,Fairfield County,5+ units,0
3_towns,2010,Wethersfield,Hartford County,1 unit,12
3_towns,2010,Wethersfield,Hartford County,2 to 4 units,0
3_towns,2010,Wethersfield,Hartford County,5+ units,0
3_towns,2010,Willington,Tolland County,1 unit,4
3_towns,2010,Willington,Tolland County,2 to 4 units,0
3_towns,2010,Willington,Tolland County,5+ units,0
3_towns,2010,Wilton,Fairfield County,1 unit,6
3_towns,2010,Wilton,Fairfield County,2 to 4 units,0
3_towns,2010,Wilton,Fairfield County,5+ units,100
3_towns,2010,Winchester,Litchfield County,1 unit,3
3_towns,2010,Winchester,Litchfield County,2 to 4 units,0
3_towns,2010,Winchester,Litchfield County,5+ units,0
3_towns,2010,Windham,Windham County,1 unit,15
3_towns,2010,Windham,Windham County,2 to 4 units,0
3_towns,2010,Windham,Windham County,5+ units,56
3_towns,2010,Windsor,Hartford County,1 unit,18
3_towns,2010,Windsor,Hartford County,2 to 4 units,0
3_towns,2010,Windsor,Hartford County,5+ units,0
3_towns,2010,Windsor Locks,Hartford County,1 unit,14
3_towns,2010,Windsor Locks,Hartford County,2 to 4 units,4
3_towns,2010,Windsor Locks,Hartford County,5+ units,0
3_towns,2010,Wolcott,New Haven County,1 unit,22
3_towns,2010,Wolcott,New Haven County,2 to 4 units,0
3_towns,2010,Wolcott,New Haven County,5+ units,0
3_towns,2010,Woodbridge,New Haven County,1 unit,1
3_towns,2010,Woodbridge,New Haven County,2 to 4 units,0
3_towns,2010,Woodbridge,New Haven County,5+ units,0
3_towns,2010,Woodbury,Litchfield County,1 unit,4
3_towns,2010,Woodbury,Litchfield County,2 to 4 units,0
3_towns,2010,Woodbury,Litchfield County,5+ units,0
3_towns,2010,Woodstock,Windham County,1 unit,13
3_towns,2010,Woodstock,Windham County,2 to 4 units,0
3_towns,2010,Woodstock,Windham County,5+ units,0
3_towns,2011,Andover,Tolland County,1 unit,0
3_towns,2011,Andover,Tolland County,2 to 4 units,0
3_towns,2011,Andover,Tolland County,5+ units,0
3_towns,2011,Ansonia,New Haven County,1 unit,2
3_towns,2011,Ansonia,New Haven County,2 to 4 units,0
3_towns,2011,Ansonia,New Haven County,5+ units,0
3_towns,2011,Ashford,Windham County,1 unit,4
3_towns,2011,Ashford,Windham County,2 to 4 units,0
3_towns,2011,Ashford,Windham County,5+ units,0
3_towns,2011,Avon,Hartford County,1 unit,27
3_towns,2011,Avon,Hartford County,2 to 4 units,0
3_towns,2011,Avon,Hartford County,5+ units,0
3_towns,2011,Barkhamsted,Litchfield County,1 unit,3
3_towns,2011,Barkhamsted,Litchfield County,2 to 4 units,0
3_towns,2011,Barkhamsted,Litchfield County,5+ units,0
3_towns,2011,Beacon Falls,New Haven County,1 unit,1
3_towns,2011,Beacon Falls,New Haven County,2 to 4 units,2
3_towns,2011,Beacon Falls,New Haven County,5+ units,0
3_towns,2011,Berlin,Hartford County,1 unit,52
3_towns,2011,Berlin,Hartford County,2 to 4 units,0
3_towns,2011,Berlin,Hartford County,5+ units,72
3_towns,2011,Bethany,New Haven County,1 unit,0
3_towns,2011,Bethany,New Haven County,2 to 4 units,0
3_towns,2011,Bethany,New Haven County,5+ units,0
3_towns,2011,Bethel,Fairfield County,1 unit,54
3_towns,2011,Bethel,Fairfield County,2 to 4 units,0
3_towns,2011,Bethel,Fairfield County,5+ units,0
3_towns,2011,Bethlehem,Litchfield County,1 unit,1
3_towns,2011,Bethlehem,Litchfield County,2 to 4 units,0
3_towns,2011,Bethlehem,Litchfield County,5+ units,0
3_towns,2011,Bloomfield,Hartford County,1 unit,24
3_towns,2011,Bloomfield,Hartford County,2 to 4 units,0
3_towns,2011,Bloomfield,Hartford County,5+ units,0
3_towns,2011,Bolton,Tolland County,1 unit,5
3_towns,2011,Bolton,Tolland County,2 to 4 units,0
3_towns,2011,Bolton,Tolland County,5+ units,0
3_towns,2011,Bozrah,New London County,1 unit,2
3_towns,2011,Bozrah,New London County,2 to 4 units,0
3_towns,2011,Bozrah,New London County,5+ units,0
3_towns,2011,Branford,New Haven County,1 unit,18
3_towns,2011,Branford,New Haven County,2 to 4 units,2
3_towns,2011,Branford,New Haven County,5+ units,6
3_towns,2011,Bridgeport,Fairfield County,1 unit,19
3_towns,2011,Bridgeport,Fairfield County,2 to 4 units,2
3_towns,2011,Bridgeport,Fairfield County,5+ units,105
3_towns,2011,Bridgewater,Litchfield County,1 unit,1
3_towns,2011,Bridgewater,Litchfield County,2 to 4 units,0
3_towns,2011,Bridgewater,Litchfield County,5+ units,0
3_towns,2011,Bristol,Hartford County,1 unit,19
3_towns,2011,Bristol,Hartford County,2 to 4 units,2
3_towns,2011,Bristol,Hartford County,5+ units,0
3_towns,2011,Brookfield,Fairfield County,1 unit,14
3_towns,2011,Brookfield,Fairfield County,2 to 4 units,0
3_towns,2011,Brookfield,Fairfield County,5+ units,15
3_towns,2011,Brooklyn,Windham County,1 unit,18
3_towns,2011,Brooklyn,Windham County,2 to 4 units,4
3_towns,2011,Brooklyn,Windham County,5+ units,0
3_towns,2011,Burlington,Hartford County,1 unit,13
3_towns,2011,Burlington,Hartford County,2 to 4 units,0
3_towns,2011,Burlington,Hartford County,5+ units,0
3_towns,2011,Canaan,Litchfield County,1 unit,1
3_towns,2011,Canaan,Litchfield County,2 to 4 units,0
3_towns,2011,Canaan,Litchfield County,5+ units,0
3_towns,2011,Canterbury,Windham County,1 unit,5
3_towns,2011,Canterbury,Windham County,2 to 4 units,0
3_towns,2011,Canterbury,Windham County,5+ units,0
3_towns,2011,Canton,Hartford County,1 unit,10
3_towns,2011,Canton,Hartford County,2 to 4 units,0
3_towns,2011,Canton,Hartford County,5+ units,0
3_towns,2011,Chaplin,Windham County,1 unit,2
3_towns,2011,Chaplin,Windham County,2 to 4 units,0
3_towns,2011,Chaplin,Windham County,5+ units,0
3_towns,2011,Cheshire,New Haven County,1 unit,17
3_towns,2011,Cheshire,New Haven County,2 to 4 units,0
3_towns,2011,Cheshire,New Haven County,5+ units,41
3_towns,2011,Chester,Middlesex County,1 unit,52
3_towns,2011,Chester,Middlesex County,2 to 4 units,0
3_towns,2011,Chester,Middlesex County,5+ units,0
3_towns,2011,Clinton,Middlesex County,1 unit,7
3_towns,2011,Clinton,Middlesex County,2 to 4 units,0
3_towns,2011,Clinton,Middlesex County,5+ units,0
3_towns,2011,Colchester,New London County,1 unit,18
3_towns,2011,Colchester,New London County,2 to 4 units,0
3_towns,2011,Colchester,New London County,5+ units,0
3_towns,2011,Colebrook,Litchfield County,1 unit,0
3_towns,2011,Colebrook,Litchfield County,2 to 4 units,0
3_towns,2011,Colebrook,Litchfield County,5+ units,0
3_towns,2011,Columbia,Tolland County,1 unit,8
3_towns,2011,Columbia,Tolland County,2 to 4 units,0
3_towns,2011,Columbia,Tolland County,5+ units,0
3_towns,2011,Cornwall,Litchfield County,1 unit,1
3_towns,2011,Cornwall,Litchfield County,2 to 4 units,0
3_towns,2011,Cornwall,Litchfield County,5+ units,0
3_towns,2011,Coventry,Tolland County,1 unit,17
3_towns,2011,Coventry,Tolland County,2 to 4 units,0
3_towns,2011,Coventry,Tolland County,5+ units,0
3_towns,2011,Cromwell,Middlesex County,1 unit,25
3_towns,2011,Cromwell,Middlesex County,2 to 4 units,0
3_towns,2011,Cromwell,Middlesex County,5+ units,0
3_towns,2011,Danbury,Fairfield County,1 unit,103
3_towns,2011,Danbury,Fairfield County,2 to 4 units,0
3_towns,2011,Danbury,Fairfield County,5+ units,0
3_towns,2011,Darien,Fairfield County,1 unit,24
3_towns,2011,Darien,Fairfield County,2 to 4 units,0
3_towns,2011,Darien,Fairfield County,5+ units,0
3_towns,2011,Deep River,Middlesex County,1 unit,3
3_towns,2011,Deep River,Middlesex County,2 to 4 units,0
3_towns,2011,Deep River,Middlesex County,5+ units,0
3_towns,2011,Derby,New Haven County,1 unit,2
3_towns,2011,Derby,New Haven County,2 to 4 units,0
3_towns,2011,Derby,New Haven County,5+ units,0
3_towns,2011,Durham,Middlesex County,1 unit,4
3_towns,2011,Durham,Middlesex County,2 to 4 units,0
3_towns,2011,Durham,Middlesex County,5+ units,0
3_towns,2011,East Granby,Hartford County,1 unit,7
3_towns,2011,East Granby,Hartford County,2 to 4 units,0
3_towns,2011,East Granby,Hartford County,5+ units,0
3_towns,2011,East Haddam,Middlesex County,1 unit,16
3_towns,2011,East Haddam,Middlesex County,2 to 4 units,0
3_towns,2011,East Haddam,Middlesex County,5+ units,0
3_towns,2011,East Hampton,Middlesex County,1 unit,7
3_towns,2011,East Hampton,Middlesex County,2 to 4 units,0
3_towns,2011,East Hampton,Middlesex County,5+ units,0
3_towns,2011,East Hartford,Hartford County,1 unit,2
3_towns,2011,East Hartford,Hartford County,2 to 4 units,0
3_towns,2011,East Hartford,Hartford County,5+ units,0
3_towns,2011,East Haven,New Haven County,1 unit,8
3_towns,2011,East Haven,New Haven County,2 to 4 units,0
3_towns,2011,East Haven,New Haven County,5+ units,8
3_towns,2011,East Lyme,New London County,1 unit,22
3_towns,2011,East Lyme,New London County,2 to 4 units,6
3_towns,2011,East Lyme,New London County,5+ units,0
3_towns,2011,East Windsor,Hartford County,1 unit,21
3_towns,2011,East Windsor,Hartford County,2 to 4 units,0
3_towns,2011,East Windsor,Hartford County,5+ units,0
3_towns,2011,Eastford,Windham County,1 unit,2
3_towns,2011,Eastford,Windham County,2 to 4 units,0
3_towns,2011,Eastford,Windham County,5+ units,0
3_towns,2011,Easton,Fairfield County,1 unit,2
3_towns,2011,Easton,Fairfield County,2 to 4 units,0
3_towns,2011,Easton,Fairfield County,5+ units,0
3_towns,2011,Ellington,Tolland County,1 unit,28
3_towns,2011,Ellington,Tolland County,2 to 4 units,0
3_towns,2011,Ellington,Tolland County,5+ units,80
3_towns,2011,Enfield,Hartford County,1 unit,2
3_towns,2011,Enfield,Hartford County,2 to 4 units,0
3_towns,2011,Enfield,Hartford County,5+ units,0
3_towns,2011,Essex,Middlesex County,1 unit,0
3_towns,2011,Essex,Middlesex County,2 to 4 units,0
3_towns,2011,Essex,Middlesex County,5+ units,0
3_towns,2011,Fairfield,Fairfield County,1 unit,44
3_towns,2011,Fairfield,Fairfield County,2 to 4 units,4
3_towns,2011,Fairfield,Fairfield County,5+ units,0
3_towns,2011,Farmington,Hartford County,1 unit,38
3_towns,2011,Farmington,Hartford County,2 to 4 units,2
3_towns,2011,Farmington,Hartford County,5+ units,0
3_towns,2011,Franklin,New London County,1 unit,1
3_towns,2011,Franklin,New London County,2 to 4 units,0
3_towns,2011,Franklin,New London County,5+ units,0
3_towns,2011,Glastonbury,Hartford County,1 unit,38
3_towns,2011,Glastonbury,Hartford County,2 to 4 units,0
3_towns,2011,Glastonbury,Hartford County,5+ units,0
3_towns,2011,Goshen,Litchfield County,1 unit,5
3_towns,2011,Goshen,Litchfield County,2 to 4 units,0
3_towns,2011,Goshen,Litchfield County,5+ units,0
3_towns,2011,Granby,Hartford County,1 unit,4
3_towns,2011,Granby,Hartford County,2 to 4 units,0
3_towns,2011,Granby,Hartford County,5+ units,0
3_towns,2011,Greenwich,Fairfield County,1 unit,59
3_towns,2011,Greenwich,Fairfield County,2 to 4 units,0
3_towns,2011,Greenwich,Fairfield County,5+ units,0
3_towns,2011,Griswold,New London County,1 unit,10
3_towns,2011,Griswold,New London County,2 to 4 units,0
3_towns,2011,Griswold,New London County,5+ units,0
3_towns,2011,Groton,New London County,1 unit,17
3_towns,2011,Groton,New London County,2 to 4 units,0
3_towns,2011,Groton,New London County,5+ units,0
3_towns,2011,Guilford,New Haven County,1 unit,20
3_towns,2011,Guilford,New Haven County,2 to 4 units,0
3_towns,2011,Guilford,New Haven County,5+ units,0
3_towns,2011,Haddam,Middlesex County,1 unit,9
3_towns,2011,Haddam,Middlesex County,2 to 4 units,0
3_towns,2011,Haddam,Middlesex County,5+ units,0
3_towns,2011,Hamden,New Haven County,1 unit,3
3_towns,2011,Hamden,New Haven County,2 to 4 units,0
3_towns,2011,Hamden,New Haven County,5+ units,0
3_towns,2011,Hampton,Windham County,1 unit,6
3_towns,2011,Hampton,Windham County,2 to 4 units,0
3_towns,2011,Hampton,Windham County,5+ units,0
3_towns,2011,Hartford,Hartford County,1 unit,27
3_towns,2011,Hartford,Hartford County,2 to 4 units,2
3_towns,2011,Hartford,Hartford County,5+ units,0
3_towns,2011,Hartland,Hartford County,1 unit,0
3_towns,2011,Hartland,Hartford County,2 to 4 units,0
3_towns,2011,Hartland,Hartford County,5+ units,0
3_towns,2011,Harwinton,Litchfield County,1 unit,6
3_towns,2011,Harwinton,Litchfield County,2 to 4 units,0
3_towns,2011,Harwinton,Litchfield County,5+ units,0
3_towns,2011,Hebron,Tolland County,1 unit,7
3_towns,2011,Hebron,Tolland County,2 to 4 units,0
3_towns,2011,Hebron,Tolland County,5+ units,0
3_towns,2011,Kent,Litchfield County,1 unit,3
3_towns,2011,Kent,Litchfield County,2 to 4 units,0
3_towns,2011,Kent,Litchfield County,5+ units,0
3_towns,2011,Killingly,Windham County,1 unit,15
3_towns,2011,Killingly,Windham County,2 to 4 units,2
3_towns,2011,Killingly,Windham County,5+ units,0
3_towns,2011,Killingworth,Middlesex County,1 unit,4
3_towns,2011,Killingworth,Middlesex County,2 to 4 units,0
3_towns,2011,Killingworth,Middlesex County,5+ units,0
3_towns,2011,Lebanon,New London County,1 unit,6
3_towns,2011,Lebanon,New London County,2 to 4 units,0
3_towns,2011,Lebanon,New London County,5+ units,0
3_towns,2011,Ledyard,New London County,1 unit,11
3_towns,2011,Ledyard,New London County,2 to 4 units,0
3_towns,2011,Ledyard,New London County,5+ units,0
3_towns,2011,Lisbon,New London County,1 unit,8
3_towns,2011,Lisbon,New London County,2 to 4 units,0
3_towns,2011,Lisbon,New London County,5+ units,0
3_towns,2011,Litchfield,Litchfield County,1 unit,5
3_towns,2011,Litchfield,Litchfield County,2 to 4 units,0
3_towns,2011,Litchfield,Litchfield County,5+ units,0
3_towns,2011,Lyme,New London County,1 unit,0
3_towns,2011,Lyme,New London County,2 to 4 units,0
3_towns,2011,Lyme,New London County,5+ units,0
3_towns,2011,Madison,New Haven County,1 unit,15
3_towns,2011,Madison,New Haven County,2 to 4 units,0
3_towns,2011,Madison,New Haven County,5+ units,0
3_towns,2011,Manchester,Hartford County,1 unit,13
3_towns,2011,Manchester,Hartford County,2 to 4 units,0
3_towns,2011,Manchester,Hartford County,5+ units,0
3_towns,2011,Mansfield,Tolland County,1 unit,7
3_towns,2011,Mansfield,Tolland County,2 to 4 units,0
3_towns,2011,Mansfield,Tolland County,5+ units,0
3_towns,2011,Marlborough,Hartford County,1 unit,2
3_towns,2011,Marlborough,Hartford County,2 to 4 units,0
3_towns,2011,Marlborough,Hartford County,5+ units,0
3_towns,2011,Meriden,New Haven County,1 unit,12
3_towns,2011,Meriden,New Haven County,2 to 4 units,0
3_towns,2011,Meriden,New Haven County,5+ units,0
3_towns,2011,Middlebury,New Haven County,1 unit,4
3_towns,2011,Middlebury,New Haven County,2 to 4 units,0
3_towns,2011,Middlebury,New Haven County,5+ units,0
3_towns,2011,Middlefield,Middlesex County,1 unit,3
3_towns,2011,Middlefield,Middlesex County,2 to 4 units,0
3_towns,2011,Middlefield,Middlesex County,5+ units,0
3_towns,2011,Middletown,Middlesex County,1 unit,15
3_towns,2011,Middletown,Middlesex County,2 to 4 units,0
3_towns,2011,Middletown,Middlesex County,5+ units,0
3_towns,2011,Milford,New Haven County,1 unit,16
3_towns,2011,Milford,New Haven County,2 to 4 units,0
3_towns,2011,Milford,New Haven County,5+ units,80
3_towns,2011,Monroe,Fairfield County,1 unit,7
3_towns,2011,Monroe,Fairfield County,2 to 4 units,0
3_towns,2011,Monroe,Fairfield County,5+ units,0
3_towns,2011,Montville,New London County,1 unit,7
3_towns,2011,Montville,New London County,2 to 4 units,0
3_towns,2011,Montville,New London County,5+ units,0
3_towns,2011,Morris,Litchfield County,1 unit,1
3_towns,2011,Morris,Litchfield County,2 to 4 units,0
3_towns,2011,Morris,Litchfield County,5+ units,0
3_towns,2011,Naugatuck,New Haven County,1 unit,10
3_towns,2011,Naugatuck,New Haven County,2 to 4 units,0
3_towns,2011,Naugatuck,New Haven County,5+ units,0
3_towns,2011,New Britain,Hartford County,1 unit,3
3_towns,2011,New Britain,Hartford County,2 to 4 units,0
3_towns,2011,New Britain,Hartford County,5+ units,0
3_towns,2011,New Canaan,Fairfield County,1 unit,25
3_towns,2011,New Canaan,Fairfield County,2 to 4 units,0
3_towns,2011,New Canaan,Fairfield County,5+ units,0
3_towns,2011,New Fairfield,Fairfield County,1 unit,6
3_towns,2011,New Fairfield,Fairfield County,2 to 4 units,0
3_towns,2011,New Fairfield,Fairfield County,5+ units,0
3_towns,2011,New Hartford,Litchfield County,1 unit,5
3_towns,2011,New Hartford,Litchfield County,2 to 4 units,0
3_towns,2011,New Hartford,Litchfield County,5+ units,0
3_towns,2011,New Haven,New Haven County,1 unit,108
3_towns,2011,New Haven,New Haven County,2 to 4 units,121
3_towns,2011,New Haven,New Haven County,5+ units,0
3_towns,2011,New London,New London County,1 unit,28
3_towns,2011,New London,New London County,2 to 4 units,0
3_towns,2011,New London,New London County,5+ units,0
3_towns,2011,New Milford,Litchfield County,1 unit,11
3_towns,2011,New Milford,Litchfield County,2 to 4 units,0
3_towns,2011,New Milford,Litchfield County,5+ units,0
3_towns,2011,Newington,Hartford County,1 unit,5
3_towns,2011,Newington,Hartford County,2 to 4 units,0
3_towns,2011,Newington,Hartford County,5+ units,0
3_towns,2011,Newtown,Fairfield County,1 unit,22
3_towns,2011,Newtown,Fairfield County,2 to 4 units,0
3_towns,2011,Newtown,Fairfield County,5+ units,0
3_towns,2011,Norfolk,Litchfield County,1 unit,1
3_towns,2011,Norfolk,Litchfield County,2 to 4 units,0
3_towns,2011,Norfolk,Litchfield County,5+ units,0
3_towns,2011,North Branford,New Haven County,1 unit,4
3_towns,2011,North Branford,New Haven County,2 to 4 units,0
3_towns,2011,North Branford,New Haven County,5+ units,0
3_towns,2011,North Canaan,Litchfield County,1 unit,2
3_towns,2011,North Canaan,Litchfield County,2 to 4 units,0
3_towns,2011,North Canaan,Litchfield County,5+ units,0
3_towns,2011,North Haven,New Haven County,1 unit,11
3_towns,2011,North Haven,New Haven County,2 to 4 units,0
3_towns,2011,North Haven,New Haven County,5+ units,0
3_towns,2011,North Stonington,New London County,1 unit,4
3_towns,2011,North Stonington,New London County,2 to 4 units,0
3_towns,2011,North Stonington,New London County,5+ units,0
3_towns,2011,Norwalk,Fairfield County,1 unit,18
3_towns,2011,Norwalk,Fairfield County,2 to 4 units,18
3_towns,2011,Norwalk,Fairfield County,5+ units,31
3_towns,2011,Norwich,New London County,1 unit,5
3_towns,2011,Norwich,New London County,2 to 4 units,4
3_towns,2011,Norwich,New London County,5+ units,0
3_towns,2011,Old Lyme,New London County,1 unit,5
3_towns,2011,Old Lyme,New London County,2 to 4 units,0
3_towns,2011,Old Lyme,New London County,5+ units,0
3_towns,2011,Old Saybrook,Middlesex County,1 unit,9
3_towns,2011,Old Saybrook,Middlesex County,2 to 4 units,16
3_towns,2011,Old Saybrook,Middlesex County,5+ units,0
3_towns,2011,Orange,New Haven County,1 unit,6
3_towns,2011,Orange,New Haven County,2 to 4 units,0
3_towns,2011,Orange,New Haven County,5+ units,0
3_towns,2011,Oxford,New Haven County,1 unit,13
3_towns,2011,Oxford,New Haven County,2 to 4 units,0
3_towns,2011,Oxford,New Haven County,5+ units,0
3_towns,2011,Plainfield,Windham County,1 unit,10
3_towns,2011,Plainfield,Windham County,2 to 4 units,0
3_towns,2011,Plainfield,Windham County,5+ units,6
3_towns,2011,Plainville,Hartford County,1 unit,16
3_towns,2011,Plainville,Hartford County,2 to 4 units,4
3_towns,2011,Plainville,Hartford County,5+ units,5
3_towns,2011,Plymouth,Litchfield County,1 unit,9
3_towns,2011,Plymouth,Litchfield County,2 to 4 units,0
3_towns,2011,Plymouth,Litchfield County,5+ units,0
3_towns,2011,Pomfret,Windham County,1 unit,6
3_towns,2011,Pomfret,Windham County,2 to 4 units,0
3_towns,2011,Pomfret,Windham County,5+ units,0
3_towns,2011,Portland,Middlesex County,1 unit,11
3_towns,2011,Portland,Middlesex County,2 to 4 units,2
3_towns,2011,Portland,Middlesex County,5+ units,0
3_towns,2011,Preston,New London County,1 unit,7
3_towns,2011,Preston,New London County,2 to 4 units,0
3_towns,2011,Preston,New London County,5+ units,0
3_towns,2011,Prospect,New Haven County,1 unit,49
3_towns,2011,Prospect,New Haven County,2 to 4 units,0
3_towns,2011,Prospect,New Haven County,5+ units,0
3_towns,2011,Putnam,Windham County,1 unit,1
3_towns,2011,Putnam,Windham County,2 to 4 units,0
3_towns,2011,Putnam,Windham County,5+ units,0
3_towns,2011,Redding,Fairfield County,1 unit,1
3_towns,2011,Redding,Fairfield County,2 to 4 units,0
3_towns,2011,Redding,Fairfield County,5+ units,0
3_towns,2011,Ridgefield,Fairfield County,1 unit,12
3_towns,2011,Ridgefield,Fairfield County,2 to 4 units,0
3_towns,2011,Ridgefield,Fairfield County,5+ units,0
3_towns,2011,Rocky Hill,Hartford County,1 unit,17
3_towns,2011,Rocky Hill,Hartford County,2 to 4 units,0
3_towns,2011,Rocky Hill,Hartford County,5+ units,0
3_towns,2011,Roxbury,Litchfield County,1 unit,4
3_towns,2011,Roxbury,Litchfield County,2 to 4 units,0
3_towns,2011,Roxbury,Litchfield County,5+ units,0
3_towns,2011,Salem,New London County,1 unit,7
3_towns,2011,Salem,New London County,2 to 4 units,0
3_towns,2011,Salem,New London County,5+ units,0
3_towns,2011,Salisbury,Litchfield County,1 unit,10
3_towns,2011,Salisbury,Litchfield County,2 to 4 units,0
3_towns,2011,Salisbury,Litchfield County,5+ units,0
3_towns,2011,Scotland,Windham County,1 unit,0
3_towns,2011,Scotland,Windham County,2 to 4 units,0
3_towns,2011,Scotland,Windham County,5+ units,0
3_towns,2011,Seymour,New Haven County,1 unit,17
3_towns,2011,Seymour,New Haven County,2 to 4 units,0
3_towns,2011,Seymour,New Haven County,5+ units,0
3_towns,2011,Sharon,Litchfield County,1 unit,3
3_towns,2011,Sharon,Litchfield County,2 to 4 units,0
3_towns,2011,Sharon,Litchfield County,5+ units,0
3_towns,2011,Shelton,Fairfield County,1 unit,35
3_towns,2011,Shelton,Fairfield County,2 to 4 units,0
3_towns,2011,Shelton,Fairfield County,5+ units,0
3_towns,2011,Sherman,Fairfield County,1 unit,5
3_towns,2011,Sherman,Fairfield County,2 to 4 units,0
3_towns,2011,Sherman,Fairfield County,5+ units,0
3_towns,2011,Simsbury,Hartford County,1 unit,18
3_towns,2011,Simsbury,Hartford County,2 to 4 units,0
3_towns,2011,Simsbury,Hartford County,5+ units,0
3_towns,2011,Somers,Tolland County,1 unit,11
3_towns,2011,Somers,Tolland County,2 to 4 units,26
3_towns,2011,Somers,Tolland County,5+ units,34
3_towns,2011,South Windsor,Hartford County,1 unit,14
3_towns,2011,South Windsor,Hartford County,2 to 4 units,0
3_towns,2011,South Windsor,Hartford County,5+ units,0
3_towns,2011,Southbury,New Haven County,1 unit,6
3_towns,2011,Southbury,New Haven County,2 to 4 units,0
3_towns,2011,Southbury,New Haven County,5+ units,0
3_towns,2011,Southington,Hartford County,1 unit,65
3_towns,2011,Southington,Hartford County,2 to 4 units,4
3_towns,2011,Southington,Hartford County,5+ units,0
3_towns,2011,Sprague,New London County,1 unit,1
3_towns,2011,Sprague,New London County,2 to 4 units,0
3_towns,2011,Sprague,New London County,5+ units,0
3_towns,2011,Stafford,Tolland County,1 unit,7
3_towns,2011,Stafford,Tolland County,2 to 4 units,0
3_towns,2011,Stafford,Tolland County,5+ units,0
3_towns,2011,Stamford,Fairfield County,1 unit,30
3_towns,2011,Stamford,Fairfield County,2 to 4 units,8
3_towns,2011,Stamford,Fairfield County,5+ units,169
3_towns,2011,Sterling,Windham County,1 unit,6
3_towns,2011,Sterling,Windham County,2 to 4 units,0
3_towns,2011,Sterling,Windham County,5+ units,0
3_towns,2011,Stonington,New London County,1 unit,19
3_towns,2011,Stonington,New London County,2 to 4 units,4
3_towns,2011,Stonington,New London County,5+ units,0
3_towns,2011,Stratford,Fairfield County,1 unit,9
3_towns,2011,Stratford,Fairfield County,2 to 4 units,2
3_towns,2011,Stratford,Fairfield County,5+ units,0
3_towns,2011,Suffield,Hartford County,1 unit,24
3_towns,2011,Suffield,Hartford County,2 to 4 units,0
3_towns,2011,Suffield,Hartford County,5+ units,0
3_towns,2011,Thomaston,Litchfield County,1 unit,5
3_towns,2011,Thomaston,Litchfield County,2 to 4 units,0
3_towns,2011,Thomaston,Litchfield County,5+ units,0
3_towns,2011,Thompson,Windham County,1 unit,7
3_towns,2011,Thompson,Windham County,2 to 4 units,0
3_towns,2011,Thompson,Windham County,5+ units,0
3_towns,2011,Tolland,Tolland County,1 unit,8
3_towns,2011,Tolland,Tolland County,2 to 4 units,0
3_towns,2011,Tolland,Tolland County,5+ units,0
3_towns,2011,Torrington,Litchfield County,1 unit,3
3_towns,2011,Torrington,Litchfield County,2 to 4 units,0
3_towns,2011,Torrington,Litchfield County,5+ units,0
3_towns,2011,Trumbull,Fairfield County,1 unit,9
3_towns,2011,Trumbull,Fairfield County,2 to 4 units,0
3_towns,2011,Trumbull,Fairfield County,5+ units,0
3_towns,2011,Union,Tolland County,1 unit,3
3_towns,2011,Union,Tolland County,2 to 4 units,0
3_towns,2011,Union,Tolland County,5+ units,0
3_towns,2011,Vernon,Tolland County,1 unit,8
3_towns,2011,Vernon,Tolland County,2 to 4 units,4
3_towns,2011,Vernon,Tolland County,5+ units,78
3_towns,2011,Voluntown,New London County,1 unit,3
3_towns,2011,Voluntown,New London County,2 to 4 units,0
3_towns,2011,Voluntown,New London County,5+ units,0
3_towns,2011,Wallingford,New Haven County,1 unit,33
