level,name,year,group,value,share
3_towns,Farmington,2018,married_no_kids,3312,0.317
3_towns,Farmington,2018,single_w_kids,439,0.042
3_towns,Farmington,2018,other_households,1116,0.107
3_towns,Franklin,2000,total_households,687,NA
3_towns,Franklin,2000,living_alone,130,0.189
3_towns,Franklin,2000,married_w_kids,190,0.277
3_towns,Franklin,2000,married_no_kids,268,0.39
3_towns,Franklin,2000,single_w_kids,42,0.061
3_towns,Franklin,2000,other_households,57,0.083
3_towns,Franklin,2010,total_households,759,NA
3_towns,Franklin,2010,living_alone,159,0.209
3_towns,Franklin,2010,married_w_kids,204,0.269
3_towns,Franklin,2010,married_no_kids,282,0.372
3_towns,Franklin,2010,single_w_kids,42,0.055
3_towns,Franklin,2010,other_households,72,0.095
3_towns,Franklin,2018,total_households,722,NA
3_towns,Franklin,2018,living_alone,185,0.256
3_towns,Franklin,2018,married_w_kids,143,0.198
3_towns,Franklin,2018,married_no_kids,315,0.436
3_towns,Franklin,2018,single_w_kids,18,0.025
3_towns,Franklin,2018,other_households,61,0.084
3_towns,Glastonbury,2000,total_households,12257,NA
3_towns,Glastonbury,2000,living_alone,2775,0.226
3_towns,Glastonbury,2000,married_w_kids,3888,0.317
3_towns,Glastonbury,2000,married_no_kids,3914,0.319
3_towns,Glastonbury,2000,single_w_kids,664,0.054
3_towns,Glastonbury,2000,other_households,1016,0.083
3_towns,Glastonbury,2010,total_households,12881,NA
3_towns,Glastonbury,2010,living_alone,2798,0.217
3_towns,Glastonbury,2010,married_w_kids,3766,0.292
3_towns,Glastonbury,2010,married_no_kids,4168,0.324
3_towns,Glastonbury,2010,single_w_kids,963,0.075
3_towns,Glastonbury,2010,other_households,1186,0.092
3_towns,Glastonbury,2018,total_households,13562,NA
3_towns,Glastonbury,2018,living_alone,3429,0.253
3_towns,Glastonbury,2018,married_w_kids,3343,0.246
3_towns,Glastonbury,2018,married_no_kids,4760,0.351
3_towns,Glastonbury,2018,single_w_kids,748,0.055
3_towns,Glastonbury,2018,other_households,1282,0.095
3_towns,Goshen,2000,total_households,1066,NA
3_towns,Goshen,2000,living_alone,215,0.202
3_towns,Goshen,2000,married_w_kids,259,0.243
3_towns,Goshen,2000,married_no_kids,461,0.432
3_towns,Goshen,2000,single_w_kids,54,0.051
3_towns,Goshen,2000,other_households,77,0.072
3_towns,Goshen,2010,total_households,1223,NA
3_towns,Goshen,2010,living_alone,265,0.217
3_towns,Goshen,2010,married_w_kids,254,0.208
3_towns,Goshen,2010,married_no_kids,545,0.446
3_towns,Goshen,2010,single_w_kids,48,0.039
3_towns,Goshen,2010,other_households,111,0.091
3_towns,Goshen,2018,total_households,1095,NA
3_towns,Goshen,2018,living_alone,262,0.239
3_towns,Goshen,2018,married_w_kids,262,0.239
3_towns,Goshen,2018,married_no_kids,508,0.464
3_towns,Goshen,2018,single_w_kids,9,0.008
3_towns,Goshen,2018,other_households,54,0.049
3_towns,Granby,2000,total_households,3781,NA
3_towns,Granby,2000,living_alone,624,0.165
3_towns,Granby,2000,married_w_kids,1327,0.351
3_towns,Granby,2000,married_no_kids,1360,0.36
3_towns,Granby,2000,single_w_kids,167,0.044
3_towns,Granby,2000,other_households,303,0.08
3_towns,Granby,2010,total_households,4288,NA
3_towns,Granby,2010,living_alone,865,0.202
3_towns,Granby,2010,married_w_kids,1250,0.292
3_towns,Granby,2010,married_no_kids,1489,0.347
3_towns,Granby,2010,single_w_kids,263,0.061
3_towns,Granby,2010,other_households,421,0.098
3_towns,Granby,2018,total_households,4193,NA
3_towns,Granby,2018,living_alone,804,0.192
3_towns,Granby,2018,married_w_kids,1161,0.277
3_towns,Granby,2018,married_no_kids,1806,0.431
3_towns,Granby,2018,single_w_kids,223,0.053
3_towns,Granby,2018,other_households,199,0.047
3_towns,Greenwich,2000,total_households,23230,NA
3_towns,Greenwich,2000,living_alone,5761,0.248
3_towns,Greenwich,2000,married_w_kids,6688,0.288
3_towns,Greenwich,2000,married_no_kids,7111,0.306
3_towns,Greenwich,2000,single_w_kids,1099,0.047
3_towns,Greenwich,2000,other_households,2571,0.111
3_towns,Greenwich,2010,total_households,22483,NA
3_towns,Greenwich,2010,living_alone,5587,0.248
3_towns,Greenwich,2010,married_w_kids,6973,0.31
3_towns,Greenwich,2010,married_no_kids,6454,0.287
3_towns,Greenwich,2010,single_w_kids,1381,0.061
3_towns,Greenwich,2010,other_households,2088,0.093
3_towns,Greenwich,2018,total_households,22251,NA
3_towns,Greenwich,2018,living_alone,5140,0.231
3_towns,Greenwich,2018,married_w_kids,6590,0.296
3_towns,Greenwich,2018,married_no_kids,6973,0.313
3_towns,Greenwich,2018,single_w_kids,1408,0.063
3_towns,Greenwich,2018,other_households,2140,0.096
3_towns,Griswold,2000,total_households,4194,NA
3_towns,Griswold,2000,living_alone,1013,0.242
3_towns,Griswold,2000,married_w_kids,1032,0.246
3_towns,Griswold,2000,married_no_kids,1185,0.283
3_towns,Griswold,2000,single_w_kids,417,0.099
3_towns,Griswold,2000,other_households,547,0.13
3_towns,Griswold,2010,total_households,4901,NA
3_towns,Griswold,2010,living_alone,1479,0.302
3_towns,Griswold,2010,married_w_kids,846,0.173
3_towns,Griswold,2010,married_no_kids,1500,0.306
3_towns,Griswold,2010,single_w_kids,426,0.087
3_towns,Griswold,2010,other_households,650,0.133
3_towns,Griswold,2018,total_households,4564,NA
3_towns,Griswold,2018,living_alone,1069,0.234
3_towns,Griswold,2018,married_w_kids,819,0.179
3_towns,Griswold,2018,married_no_kids,1435,0.314
3_towns,Griswold,2018,single_w_kids,686,0.15
3_towns,Griswold,2018,other_households,555,0.122
3_towns,Groton,2000,total_households,15473,NA
3_towns,Groton,2000,living_alone,4512,0.292
3_towns,Groton,2000,married_w_kids,3797,0.245
3_towns,Groton,2000,married_no_kids,4022,0.26
3_towns,Groton,2000,single_w_kids,1376,0.089
3_towns,Groton,2000,other_households,1766,0.114
3_towns,Groton,2010,total_households,15955,NA
3_towns,Groton,2010,living_alone,4823,0.302
3_towns,Groton,2010,married_w_kids,3301,0.207
3_towns,Groton,2010,married_no_kids,3960,0.248
3_towns,Groton,2010,single_w_kids,1497,0.094
3_towns,Groton,2010,other_households,2374,0.149
3_towns,Groton,2018,total_households,15703,NA
3_towns,Groton,2018,living_alone,5400,0.344
3_towns,Groton,2018,married_w_kids,2729,0.174
3_towns,Groton,2018,married_no_kids,4032,0.257
3_towns,Groton,2018,single_w_kids,1353,0.086
3_towns,Groton,2018,other_households,2189,0.139
3_towns,Guilford,2000,total_households,8151,NA
3_towns,Guilford,2000,living_alone,1763,0.216
3_towns,Guilford,2000,married_w_kids,2471,0.303
3_towns,Guilford,2000,married_no_kids,2776,0.341
3_towns,Guilford,2000,single_w_kids,430,0.053
3_towns,Guilford,2000,other_households,711,0.087
3_towns,Guilford,2010,total_households,8766,NA
3_towns,Guilford,2010,living_alone,2097,0.239
3_towns,Guilford,2010,married_w_kids,2592,0.296
3_towns,Guilford,2010,married_no_kids,3174,0.362
3_towns,Guilford,2010,single_w_kids,374,0.043
3_towns,Guilford,2010,other_households,529,0.06
3_towns,Guilford,2018,total_households,8314,NA
3_towns,Guilford,2018,living_alone,1906,0.229
3_towns,Guilford,2018,married_w_kids,1864,0.224
3_towns,Guilford,2018,married_no_kids,3348,0.403
3_towns,Guilford,2018,single_w_kids,437,0.053
3_towns,Guilford,2018,other_households,759,0.091
3_towns,Haddam,2000,total_households,2701,NA
3_towns,Haddam,2000,living_alone,489,0.181
3_towns,Haddam,2000,married_w_kids,811,0.3
3_towns,Haddam,2000,married_no_kids,1029,0.381
3_towns,Haddam,2000,single_w_kids,121,0.045
3_towns,Haddam,2000,other_households,251,0.093
3_towns,Haddam,2010,total_households,3038,NA
3_towns,Haddam,2010,living_alone,654,0.215
3_towns,Haddam,2010,married_w_kids,858,0.282
3_towns,Haddam,2010,married_no_kids,1009,0.332
3_towns,Haddam,2010,single_w_kids,222,0.073
3_towns,Haddam,2010,other_households,295,0.097
3_towns,Haddam,2018,total_households,3209,NA
3_towns,Haddam,2018,living_alone,548,0.171
3_towns,Haddam,2018,married_w_kids,677,0.211
3_towns,Haddam,2018,married_no_kids,1537,0.479
3_towns,Haddam,2018,single_w_kids,150,0.047
3_towns,Haddam,2018,other_households,297,0.093
3_towns,Hamden,2000,total_households,22408,NA
3_towns,Hamden,2000,living_alone,6970,0.311
3_towns,Hamden,2000,married_w_kids,4504,0.201
3_towns,Hamden,2000,married_no_kids,6302,0.281
3_towns,Hamden,2000,single_w_kids,1490,0.066
3_towns,Hamden,2000,other_households,3142,0.14
3_towns,Hamden,2010,total_households,24099,NA
3_towns,Hamden,2010,living_alone,7558,0.314
3_towns,Hamden,2010,married_w_kids,4664,0.194
3_towns,Hamden,2010,married_no_kids,6548,0.272
3_towns,Hamden,2010,single_w_kids,1769,0.073
3_towns,Hamden,2010,other_households,3560,0.148
3_towns,Hamden,2018,total_households,22945,NA
3_towns,Hamden,2018,living_alone,7414,0.323
3_towns,Hamden,2018,married_w_kids,3571,0.156
3_towns,Hamden,2018,married_no_kids,6709,0.292
3_towns,Hamden,2018,single_w_kids,1584,0.069
3_towns,Hamden,2018,other_households,3667,0.16
3_towns,Hampton,2000,total_households,674,NA
3_towns,Hampton,2000,living_alone,133,0.197
3_towns,Hampton,2000,married_w_kids,187,0.277
3_towns,Hampton,2000,married_no_kids,235,0.349
3_towns,Hampton,2000,single_w_kids,41,0.061
3_towns,Hampton,2000,other_households,78,0.116
3_towns,Hampton,2010,total_households,733,NA
3_towns,Hampton,2010,living_alone,121,0.165
3_towns,Hampton,2010,married_w_kids,146,0.199
3_towns,Hampton,2010,married_no_kids,333,0.454
3_towns,Hampton,2010,single_w_kids,44,0.06
3_towns,Hampton,2010,other_households,89,0.121
3_towns,Hampton,2018,total_households,773,NA
3_towns,Hampton,2018,living_alone,198,0.256
3_towns,Hampton,2018,married_w_kids,108,0.14
3_towns,Hampton,2018,married_no_kids,332,0.429
3_towns,Hampton,2018,single_w_kids,34,0.044
3_towns,Hampton,2018,other_households,101,0.131
3_towns,Hartford,2000,total_households,44986,NA
3_towns,Hartford,2000,living_alone,14950,0.332
3_towns,Hartford,2000,married_w_kids,5259,0.117
3_towns,Hartford,2000,married_no_kids,6096,0.136
3_towns,Hartford,2000,single_w_kids,10222,0.227
3_towns,Hartford,2000,other_households,8459,0.188
3_towns,Hartford,2010,total_households,46073,NA
3_towns,Hartford,2010,living_alone,16028,0.348
3_towns,Hartford,2010,married_w_kids,4421,0.096
3_towns,Hartford,2010,married_no_kids,5990,0.13
3_towns,Hartford,2010,single_w_kids,10287,0.223
3_towns,Hartford,2010,other_households,9347,0.203
3_towns,Hartford,2018,total_households,45879,NA
3_towns,Hartford,2018,living_alone,16435,0.358
3_towns,Hartford,2018,married_w_kids,3972,0.087
3_towns,Hartford,2018,married_no_kids,5995,0.131
3_towns,Hartford,2018,single_w_kids,8569,0.187
3_towns,Hartford,2018,other_households,10908,0.238
3_towns,Hartland,2000,total_households,707,NA
3_towns,Hartland,2000,living_alone,95,0.134
3_towns,Hartland,2000,married_w_kids,239,0.338
3_towns,Hartland,2000,married_no_kids,262,0.371
3_towns,Hartland,2000,single_w_kids,36,0.051
3_towns,Hartland,2000,other_households,75,0.106
3_towns,Hartland,2010,total_households,726,NA
3_towns,Hartland,2010,living_alone,95,0.131
3_towns,Hartland,2010,married_w_kids,218,0.3
3_towns,Hartland,2010,married_no_kids,304,0.419
3_towns,Hartland,2010,single_w_kids,23,0.032
3_towns,Hartland,2010,other_households,86,0.118
3_towns,Hartland,2018,total_households,782,NA
3_towns,Hartland,2018,living_alone,200,0.256
3_towns,Hartland,2018,married_w_kids,155,0.198
3_towns,Hartland,2018,married_no_kids,314,0.402
3_towns,Hartland,2018,single_w_kids,9,0.012
3_towns,Hartland,2018,other_households,104,0.133
3_towns,Harwinton,2000,total_households,1958,NA
3_towns,Harwinton,2000,living_alone,337,0.172
3_towns,Harwinton,2000,married_w_kids,586,0.299
3_towns,Harwinton,2000,married_no_kids,797,0.407
3_towns,Harwinton,2000,single_w_kids,74,0.038
3_towns,Harwinton,2000,other_households,164,0.084
3_towns,Harwinton,2010,total_households,2097,NA
3_towns,Harwinton,2010,living_alone,383,0.183
3_towns,Harwinton,2010,married_w_kids,579,0.276
3_towns,Harwinton,2010,married_no_kids,874,0.417
3_towns,Harwinton,2010,single_w_kids,101,0.048
3_towns,Harwinton,2010,other_households,160,0.076
3_towns,Harwinton,2018,total_households,1937,NA
3_towns,Harwinton,2018,living_alone,226,0.117
3_towns,Harwinton,2018,married_w_kids,427,0.22
3_towns,Harwinton,2018,married_no_kids,929,0.48
3_towns,Harwinton,2018,single_w_kids,80,0.041
3_towns,Harwinton,2018,other_households,275,0.142
3_towns,Hebron,2000,total_households,2993,NA
3_towns,Hebron,2000,living_alone,400,0.134
3_towns,Hebron,2000,married_w_kids,1205,0.403
3_towns,Hebron,2000,married_no_kids,1021,0.341
3_towns,Hebron,2000,single_w_kids,146,0.049
3_towns,Hebron,2000,other_households,221,0.074
3_towns,Hebron,2010,total_households,3276,NA
3_towns,Hebron,2010,living_alone,316,0.096
3_towns,Hebron,2010,married_w_kids,1368,0.418
3_towns,Hebron,2010,married_no_kids,1227,0.375
3_towns,Hebron,2010,single_w_kids,225,0.069
3_towns,Hebron,2010,other_households,140,0.043
3_towns,Hebron,2018,total_households,3476,NA
3_towns,Hebron,2018,living_alone,612,0.176
3_towns,Hebron,2018,married_w_kids,934,0.269
3_towns,Hebron,2018,married_no_kids,1478,0.425
3_towns,Hebron,2018,single_w_kids,206,0.059
3_towns,Hebron,2018,other_households,246,0.071
3_towns,Kent,2000,total_households,1143,NA
3_towns,Kent,2000,living_alone,324,0.283
3_towns,Kent,2000,married_w_kids,276,0.241
3_towns,Kent,2000,married_no_kids,359,0.314
3_towns,Kent,2000,single_w_kids,51,0.045
3_towns,Kent,2000,other_households,133,0.116
3_towns,Kent,2010,total_households,1299,NA
3_towns,Kent,2010,living_alone,351,0.27
3_towns,Kent,2010,married_w_kids,191,0.147
3_towns,Kent,2010,married_no_kids,542,0.417
3_towns,Kent,2010,single_w_kids,101,0.078
3_towns,Kent,2010,other_households,114,0.088
3_towns,Kent,2018,total_households,1138,NA
3_towns,Kent,2018,living_alone,349,0.307
3_towns,Kent,2018,married_w_kids,157,0.138
3_towns,Kent,2018,married_no_kids,366,0.322
3_towns,Kent,2018,single_w_kids,41,0.036
3_towns,Kent,2018,other_households,225,0.198
3_towns,Killingly,2000,total_households,6359,NA
3_towns,Killingly,2000,living_alone,1650,0.259
3_towns,Killingly,2000,married_w_kids,1336,0.21
3_towns,Killingly,2000,married_no_kids,1794,0.282
3_towns,Killingly,2000,single_w_kids,775,0.122
3_towns,Killingly,2000,other_households,804,0.126
3_towns,Killingly,2010,total_households,6858,NA
3_towns,Killingly,2010,living_alone,1841,0.268
3_towns,Killingly,2010,married_w_kids,1346,0.196
3_towns,Killingly,2010,married_no_kids,1945,0.284
3_towns,Killingly,2010,single_w_kids,810,0.118
3_towns,Killingly,2010,other_households,916,0.134
3_towns,Killingly,2018,total_households,6875,NA
3_towns,Killingly,2018,living_alone,2098,0.305
3_towns,Killingly,2018,married_w_kids,1205,0.175
3_towns,Killingly,2018,married_no_kids,1828,0.266
3_towns,Killingly,2018,single_w_kids,678,0.099
3_towns,Killingly,2018,other_households,1066,0.155
3_towns,Killingworth,2000,total_households,2196,NA
3_towns,Killingworth,2000,living_alone,354,0.161
3_towns,Killingworth,2000,married_w_kids,786,0.358
3_towns,Killingworth,2000,married_no_kids,835,0.38
3_towns,Killingworth,2000,single_w_kids,58,0.026
3_towns,Killingworth,2000,other_households,163,0.074
3_towns,Killingworth,2010,total_households,2430,NA
3_towns,Killingworth,2010,living_alone,372,0.153
3_towns,Killingworth,2010,married_w_kids,823,0.339
3_towns,Killingworth,2010,married_no_kids,993,0.409
3_towns,Killingworth,2010,single_w_kids,135,0.056
3_towns,Killingworth,2010,other_households,107,0.044
3_towns,Killingworth,2018,total_households,2305,NA
3_towns,Killingworth,2018,living_alone,382,0.166
3_towns,Killingworth,2018,married_w_kids,667,0.289
3_towns,Killingworth,2018,married_no_kids,938,0.407
3_towns,Killingworth,2018,single_w_kids,80,0.035
3_towns,Killingworth,2018,other_households,238,0.103
3_towns,Lebanon,2000,total_households,2446,NA
3_towns,Lebanon,2000,living_alone,385,0.157
3_towns,Lebanon,2000,married_w_kids,778,0.318
3_towns,Lebanon,2000,married_no_kids,846,0.346
3_towns,Lebanon,2000,single_w_kids,167,0.068
3_towns,Lebanon,2000,other_households,270,0.11
3_towns,Lebanon,2010,total_households,2801,NA
3_towns,Lebanon,2010,living_alone,644,0.23
3_towns,Lebanon,2010,married_w_kids,507,0.181
3_towns,Lebanon,2010,married_no_kids,976,0.348
3_towns,Lebanon,2010,single_w_kids,294,0.105
3_towns,Lebanon,2010,other_households,380,0.136
3_towns,Lebanon,2018,total_households,2847,NA
3_towns,Lebanon,2018,living_alone,475,0.167
3_towns,Lebanon,2018,married_w_kids,635,0.223
3_towns,Lebanon,2018,married_no_kids,1087,0.382
3_towns,Lebanon,2018,single_w_kids,73,0.026
3_towns,Lebanon,2018,other_households,577,0.203
3_towns,Ledyard,2000,total_households,5286,NA
3_towns,Ledyard,2000,living_alone,869,0.164
3_towns,Ledyard,2000,married_w_kids,1666,0.315
3_towns,Ledyard,2000,married_no_kids,1778,0.336
3_towns,Ledyard,2000,single_w_kids,428,0.081
3_towns,Ledyard,2000,other_households,545,0.103
3_towns,Ledyard,2010,total_households,5584,NA
3_towns,Ledyard,2010,living_alone,1149,0.206
3_towns,Ledyard,2010,married_w_kids,1616,0.289
3_towns,Ledyard,2010,married_no_kids,2020,0.362
3_towns,Ledyard,2010,single_w_kids,292,0.052
3_towns,Ledyard,2010,other_households,507,0.091
3_towns,Ledyard,2018,total_households,5795,NA
3_towns,Ledyard,2018,living_alone,1265,0.218
3_towns,Ledyard,2018,married_w_kids,1246,0.215
3_towns,Ledyard,2018,married_no_kids,2101,0.363
3_towns,Ledyard,2018,single_w_kids,531,0.092
3_towns,Ledyard,2018,other_households,652,0.113
3_towns,Lisbon,2000,total_households,1525,NA
3_towns,Lisbon,2000,living_alone,284,0.186
3_towns,Lisbon,2000,married_w_kids,448,0.294
3_towns,Lisbon,2000,married_no_kids,527,0.346
3_towns,Lisbon,2000,single_w_kids,115,0.075
3_towns,Lisbon,2000,other_households,151,0.099
3_towns,Lisbon,2010,total_households,1620,NA
3_towns,Lisbon,2010,living_alone,329,0.203
3_towns,Lisbon,2010,married_w_kids,465,0.287
3_towns,Lisbon,2010,married_no_kids,612,0.378
3_towns,Lisbon,2010,single_w_kids,86,0.053
3_towns,Lisbon,2010,other_households,128,0.079
3_towns,Lisbon,2018,total_households,1682,NA
3_towns,Lisbon,2018,living_alone,364,0.216
3_towns,Lisbon,2018,married_w_kids,364,0.216
3_towns,Lisbon,2018,married_no_kids,667,0.397
3_towns,Lisbon,2018,single_w_kids,132,0.078
3_towns,Lisbon,2018,other_households,155,0.092
3_towns,Litchfield,2000,total_households,3310,NA
3_towns,Litchfield,2000,living_alone,878,0.265
3_towns,Litchfield,2000,married_w_kids,865,0.261
3_towns,Litchfield,2000,married_no_kids,1117,0.337
3_towns,Litchfield,2000,single_w_kids,169,0.051
3_towns,Litchfield,2000,other_households,281,0.085
3_towns,Litchfield,2010,total_households,3514,NA
3_towns,Litchfield,2010,living_alone,956,0.272
3_towns,Litchfield,2010,married_w_kids,879,0.25
3_towns,Litchfield,2010,married_no_kids,1177,0.335
3_towns,Litchfield,2010,single_w_kids,160,0.046
3_towns,Litchfield,2010,other_households,342,0.097
3_towns,Litchfield,2018,total_households,3474,NA
3_towns,Litchfield,2018,living_alone,1060,0.305
3_towns,Litchfield,2018,married_w_kids,520,0.15
3_towns,Litchfield,2018,married_no_kids,1287,0.37
3_towns,Litchfield,2018,single_w_kids,158,0.045
3_towns,Litchfield,2018,other_households,449,0.129
3_towns,Lyme,2000,total_households,854,NA
3_towns,Lyme,2000,living_alone,198,0.232
3_towns,Lyme,2000,married_w_kids,188,0.22
3_towns,Lyme,2000,married_no_kids,360,0.422
3_towns,Lyme,2000,single_w_kids,39,0.046
3_towns,Lyme,2000,other_households,69,0.081
3_towns,Lyme,2010,total_households,990,NA
3_towns,Lyme,2010,living_alone,231,0.233
3_towns,Lyme,2010,married_w_kids,195,0.197
3_towns,Lyme,2010,married_no_kids,415,0.419
3_towns,Lyme,2010,single_w_kids,80,0.081
3_towns,Lyme,2010,other_households,69,0.07
3_towns,Lyme,2018,total_households,1060,NA
3_towns,Lyme,2018,living_alone,256,0.242
3_towns,Lyme,2018,married_w_kids,170,0.16
3_towns,Lyme,2018,married_no_kids,454,0.428
3_towns,Lyme,2018,single_w_kids,53,0.05
3_towns,Lyme,2018,other_households,127,0.12
3_towns,Madison,2000,total_households,6515,NA
3_towns,Madison,2000,living_alone,1208,0.185
3_towns,Madison,2000,married_w_kids,2250,0.345
3_towns,Madison,2000,married_no_kids,2299,0.353
3_towns,Madison,2000,single_w_kids,296,0.045
3_towns,Madison,2000,other_households,462,0.071
3_towns,Madison,2010,total_households,6684,NA
3_towns,Madison,2010,living_alone,1192,0.178
3_towns,Madison,2010,married_w_kids,2117,0.317
3_towns,Madison,2010,married_no_kids,2551,0.382
3_towns,Madison,2010,single_w_kids,325,0.049
3_towns,Madison,2010,other_households,499,0.075
3_towns,Madison,2018,total_households,6911,NA
3_towns,Madison,2018,living_alone,1552,0.225
3_towns,Madison,2018,married_w_kids,1613,0.233
3_towns,Madison,2018,married_no_kids,2794,0.404
3_towns,Madison,2018,single_w_kids,376,0.054
3_towns,Madison,2018,other_households,576,0.083
3_towns,Manchester,2000,total_households,23197,NA
3_towns,Manchester,2000,living_alone,7220,0.311
3_towns,Manchester,2000,married_w_kids,4220,0.182
3_towns,Manchester,2000,married_no_kids,5929,0.256
3_towns,Manchester,2000,single_w_kids,2310,0.1
3_towns,Manchester,2000,other_households,3518,0.152
3_towns,Manchester,2010,total_households,24411,NA
3_towns,Manchester,2010,living_alone,7584,0.311
3_towns,Manchester,2010,married_w_kids,4327,0.177
3_towns,Manchester,2010,married_no_kids,6388,0.262
3_towns,Manchester,2010,single_w_kids,2277,0.093
3_towns,Manchester,2010,other_households,3835,0.157
3_towns,Manchester,2018,total_households,23942,NA
3_towns,Manchester,2018,living_alone,7261,0.303
3_towns,Manchester,2018,married_w_kids,4318,0.18
3_towns,Manchester,2018,married_no_kids,5906,0.247
3_towns,Manchester,2018,single_w_kids,2090,0.087
3_towns,Manchester,2018,other_households,4367,0.182
3_towns,Mansfield,2000,total_households,5291,NA
3_towns,Mansfield,2000,living_alone,1428,0.27
3_towns,Mansfield,2000,married_w_kids,1133,0.214
3_towns,Mansfield,2000,married_no_kids,1429,0.27
3_towns,Mansfield,2000,single_w_kids,352,0.067
3_towns,Mansfield,2000,other_households,949,0.179
3_towns,Mansfield,2010,total_households,5889,NA
3_towns,Mansfield,2010,living_alone,1371,0.233
3_towns,Mansfield,2010,married_w_kids,1031,0.175
3_towns,Mansfield,2010,married_no_kids,1691,0.287
3_towns,Mansfield,2010,single_w_kids,571,0.097
3_towns,Mansfield,2010,other_households,1225,0.208
3_towns,Mansfield,2018,total_households,5514,NA
3_towns,Mansfield,2018,living_alone,1424,0.258
3_towns,Mansfield,2018,married_w_kids,753,0.137
3_towns,Mansfield,2018,married_no_kids,1275,0.231
3_towns,Mansfield,2018,single_w_kids,266,0.048
3_towns,Mansfield,2018,other_households,1796,0.326
3_towns,Marlborough,2000,total_households,2005,NA
3_towns,Marlborough,2000,living_alone,277,0.138
3_towns,Marlborough,2000,married_w_kids,712,0.355
3_towns,Marlborough,2000,married_no_kids,727,0.363
3_towns,Marlborough,2000,single_w_kids,102,0.051
3_towns,Marlborough,2000,other_households,187,0.093
3_towns,Marlborough,2010,total_households,2138,NA
3_towns,Marlborough,2010,living_alone,223,0.104
3_towns,Marlborough,2010,married_w_kids,742,0.347
3_towns,Marlborough,2010,married_no_kids,858,0.401
3_towns,Marlborough,2010,single_w_kids,152,0.071
3_towns,Marlborough,2010,other_households,163,0.076
3_towns,Marlborough,2018,total_households,2350,NA
3_towns,Marlborough,2018,living_alone,355,0.151
3_towns,Marlborough,2018,married_w_kids,589,0.251
3_towns,Marlborough,2018,married_no_kids,1037,0.441
3_towns,Marlborough,2018,single_w_kids,128,0.054
3_towns,Marlborough,2018,other_households,241,0.103
3_towns,Meriden,2000,total_households,22951,NA
3_towns,Meriden,2000,living_alone,6629,0.289
3_towns,Meriden,2000,married_w_kids,4471,0.195
3_towns,Meriden,2000,married_no_kids,5943,0.259
3_towns,Meriden,2000,single_w_kids,2721,0.119
3_towns,Meriden,2000,other_households,3187,0.139
3_towns,Meriden,2010,total_households,23861,NA
3_towns,Meriden,2010,living_alone,6763,0.283
3_towns,Meriden,2010,married_w_kids,4360,0.183
3_towns,Meriden,2010,married_no_kids,6129,0.257
3_towns,Meriden,2010,single_w_kids,3186,0.134
3_towns,Meriden,2010,other_households,3423,0.143
3_towns,Meriden,2018,total_households,26218,NA
3_towns,Meriden,2018,living_alone,10350,0.395
3_towns,Meriden,2018,married_w_kids,2761,0.105
3_towns,Meriden,2018,married_no_kids,6920,0.264
3_towns,Meriden,2018,single_w_kids,2161,0.082
3_towns,Meriden,2018,other_households,4026,0.154
3_towns,Middlebury,2000,total_households,2398,NA
3_towns,Middlebury,2000,living_alone,482,0.201
3_towns,Middlebury,2000,married_w_kids,704,0.294
3_towns,Middlebury,2000,married_no_kids,909,0.379
3_towns,Middlebury,2000,single_w_kids,89,0.037
3_towns,Middlebury,2000,other_households,214,0.089
3_towns,Middlebury,2010,total_households,2666,NA
3_towns,Middlebury,2010,living_alone,482,0.181
3_towns,Middlebury,2010,married_w_kids,799,0.3
3_towns,Middlebury,2010,married_no_kids,1069,0.401
3_towns,Middlebury,2010,single_w_kids,122,0.046
3_towns,Middlebury,2010,other_households,194,0.073
3_towns,Middlebury,2018,total_households,2699,NA
3_towns,Middlebury,2018,living_alone,548,0.203
3_towns,Middlebury,2018,married_w_kids,634,0.235
3_towns,Middlebury,2018,married_no_kids,1141,0.423
3_towns,Middlebury,2018,single_w_kids,35,0.013
3_towns,Middlebury,2018,other_households,341,0.126
3_towns,Middlefield,2000,total_households,1645,NA
3_towns,Middlefield,2000,living_alone,367,0.223
3_towns,Middlefield,2000,married_w_kids,473,0.288
3_towns,Middlefield,2000,married_no_kids,553,0.336
3_towns,Middlefield,2000,single_w_kids,86,0.052
3_towns,Middlefield,2000,other_households,166,0.101
3_towns,Middlefield,2010,total_households,1676,NA
3_towns,Middlefield,2010,living_alone,410,0.245
3_towns,Middlefield,2010,married_w_kids,450,0.268
3_towns,Middlefield,2010,married_no_kids,469,0.28
3_towns,Middlefield,2010,single_w_kids,145,0.087
3_towns,Middlefield,2010,other_households,202,0.121
3_towns,Middlefield,2018,total_households,1827,NA
3_towns,Middlefield,2018,living_alone,512,0.28
3_towns,Middlefield,2018,married_w_kids,312,0.171
3_towns,Middlefield,2018,married_no_kids,741,0.406
3_towns,Middlefield,2018,single_w_kids,102,0.056
3_towns,Middlefield,2018,other_households,160,0.088
3_towns,Middletown,2000,total_households,18554,NA
3_towns,Middletown,2000,living_alone,6491,0.35
3_towns,Middletown,2000,married_w_kids,3170,0.171
3_towns,Middletown,2000,married_no_kids,4489,0.242
3_towns,Middletown,2000,single_w_kids,1604,0.086
3_towns,Middletown,2000,other_households,2800,0.151
3_towns,Middletown,2010,total_households,20637,NA
3_towns,Middletown,2010,living_alone,7087,0.343
3_towns,Middletown,2010,married_w_kids,3376,0.164
3_towns,Middletown,2010,married_no_kids,5068,0.246
